City,LAT,LON,Area,Type,Name,Artists,Address,City2,State,Zip,Year,Participant,desc1,desc2,url,partner,funder,LAT,LON
Louisville,38.23749175000,-85.79683726600,Visual Art Education,CFAC,CFAC @ Pleasant View Missionary Baptist Church,Wilma Bethel,2600 Virginia Avenue,Louisville,Kentucky,40211,2016,8,placeholder 48,placeholder 48,placeholder 49,,,38.23749175000,-85.79683726600
Louisville,38.17221530000,-85.76978107310,Visual Art Education,CFAC,CFAC @ Rutherford Elementary School,Danielle Flener,301 West Southland Boulevard,Louisville,Kentucky,40214,2015,20,placeholder 49,placeholder 49,placeholder 50,,,38.17221530000,-85.76978107310
Louisville,38.17221530000,-85.76978107310,Visual Art Education,CFAC,CFAC @ Rutherford Elementary School,Danielle Flener,301 West Southland Boulevard,Louisville,Kentucky,40214,2016,20,placeholder 50,placeholder 50,placeholder 51,,,38.17221530000,-85.76978107310
Louisville,38.24016770000,-85.55549283270,Visual Art Education,CFAC,CFAC @ Crosby Middle School (Tuesday),Kevin Ashford,303 Gatehouse Lane,Louisville,Kentucky,40243,2015,25,placeholder 51,placeholder 51,placeholder 52,,,38.24016770000,-85.55549283270
Louisville,38.24016770000,-85.55549283270,Visual Art Education,CFAC,CFAC @ Crosby Middle School (Thursday),Wilma Bethel,303 Gatehouse Lane,Louisville,Kentucky,40243,2015,29,placeholder 52,placeholder 52,placeholder 53,,,38.24016770000,-85.55549283270
Louisville,38.24016770000,-85.55549283270,Visual Art Education,CFAC,CFAC @ Crosby Middle School (Tuesday),Kevin Ashford,303 Gatehouse Lane,Louisville,Kentucky,40243,2016,25,placeholder 53,placeholder 53,placeholder 54,,,38.24016770000,-85.55549283270
Louisville,38.24016770000,-85.55549283270,Visual Art Education,CFAC,CFAC @ Crosby Middle School (Thursday),Wilma Bethel,303 Gatehouse Lane,Louisville,Kentucky,40243,2016,29,placeholder 54,placeholder 54,placeholder 55,,,38.24016770000,-85.55549283270
Clarksville,38.29241337280,-85.76019486960,Visual Art Education,CFAC,CFAC @ St. Anthony of Padua School,Janice Roehm,320 N. Sherwood Avenue,Clarksville,Indiana,47129,2015,12,placeholder 55,placeholder 55,placeholder 56,,,38.29241337280,-85.76019486960
Clarksville,38.29241337280,-85.76019486960,Visual Art Education,CFAC,CFAC @ St. Anthony of Padua School,Janice Roehm,320 N. Sherwood Avenue,Clarksville,Indiana,47129,2016,12,placeholder 56,placeholder 56,placeholder 57,,,38.29241337280,-85.76019486960
Louisville,38.18433370000,-85.85774572530,Visual Art Education,CFAC,CFAC @ Farnsely Middle School,John Muench,3400 Lees Ln,Louisville,Kentucky,40216,2015,8,placeholder 57,placeholder 57,placeholder 58,,,38.18433370000,-85.85774572530
Louisville,38.18433370000,-85.85774572530,Visual Art Education,CFAC,CFAC @ Farnsely Middle School,John Muench,3400 Lees Ln,Louisville,Kentucky,40216,2016,8,placeholder 58,placeholder 58,placeholder 59,,,38.18433370000,-85.85774572530
Louisville,38.27444390000,-85.80326180000,Visual Art Education,CFAC,CFAC @ Portland Elementary School,Anita Fisher,3410 Northwestern Pkwy,Louisville,Kentucky,40212,2015,9,placeholder 59,placeholder 59,placeholder 60,,,38.27444390000,-85.80326180000
Louisville,38.27444390000,-85.80326180000,Visual Art Education,CFAC,CFAC @ Portland Elementary School,Anita Fisher,3410 Northwestern Pkwy,Louisville,Kentucky,40212,2016,9,placeholder 60,placeholder 60,placeholder 61,,,38.27444390000,-85.80326180000
Louisville,38.20797240000,-85.65593000000,Visual Art Education,CFAC,CFAC @ Goldsmith Elementary School,Laurel Lammers,3520 Goldsmith Lane,Louisville,Kentucky,40220,2015,24,placeholder 63,placeholder 61,placeholder 62,,,38.20797240000,-85.65593000000
Louisville,38.20797240000,-85.65593000000,Visual Art Education,CFAC,CFAC @ Goldsmith Elementary School,Laurel Lammers,3520 Goldsmith Lane,Louisville,Kentucky,40220,2016,24,placeholder 64,placeholder 62,placeholder 63,,,38.20797240000,-85.65593000000
Louisville,38.20955475000,-85.82213355940,Visual Art Education,CFAC,CFAC @ Cane Run Elementary,Alyson Thiel,3951 Cane Run Rd,Louisville,Kentucky,40216,2015,13,placeholder 65,placeholder 63,placeholder 64,,,38.20955475000,-85.82213355940
Louisville,38.20955475000,-85.82213355940,Visual Art Education,CFAC,CFAC @ Cane Run Elementary,Alyson Thiel,3951 Cane Run Rd,Louisville,Kentucky,40216,2016,13,placeholder 66,placeholder 64,placeholder 65,,,38.20955475000,-85.82213355940
Louisville,38.20091965000,-85.70191074220,Visual Art Education,CFAC,CFAC @ Allgeier Community Center,Wilma Bethel,4101 Cadillac Ct,Louisville,Kentucky,40213,2015,31,placeholder 67,placeholder 65,placeholder 66,,,38.20091965000,-85.70191074220
Louisville,38.20091965000,-85.70191074220,Visual Art Education,CFAC,CFAC @ Allgeier Community Center,Wilma Bethel,4101 Cadillac Ct,Louisville,Kentucky,40213,2016,31,placeholder 68,placeholder 66,placeholder 67,,,38.20091965000,-85.70191074220
New Albany,38.34806000000,-85.81621200000,Visual Art Education,The Academy,Studio Art LVA @ Indiana University Southeast,Dean Mistler,4201 Grant Line Rd,New Albany,Indiana,47150,2015,14,placeholder 69,placeholder 67,placeholder 68,,,38.34806000000,-85.81621200000
New Albany,38.34551046600,-85.81645649410,Visual Art Education,The Acadamy,Studio Art LVA @ Indiana University Southeast,Dean Mistler,4202 Grant Line Rd,New Albany,Indiana,47150,2016,14,placeholder 70,placeholder 68,placeholder 69,,,38.34551046600,-85.81645649410
New Albany,38.34549069910,-85.81645924120,Visual Art Education,CFAC,CFAC @ Indiana University Southeast,Elizabeth Hertle,4203 Grant Line Rd,New Albany,Indiana,47150,2015,30,placeholder 71,placeholder 69,placeholder 70,,,38.34549069910,-85.81645924120
New Albany,38.34547093210,-85.81646198830,Visual Art Education,CFAC,CFAC @ Indiana University Southeast,Elizabeth Hertle,4204 Grant Line Rd,New Albany,Indiana,47150,2016,30,placeholder 72,placeholder 70,placeholder 71,,,38.34547093210,-85.81646198830
Louisville,38.30727405000,-85.53477938340,Visual Art Education,CFAC,CFAC @ Chancey Elementary School,Angela Diehlman,4301 Murphy Ln,Louisville,Kentucky,40241,2015,15,placeholder 73,placeholder 71,placeholder 72,,,38.30727405000,-85.53477938340
Louisville,38.30727405000,-85.53477938340,Visual Art Education,CFAC,CFAC @ Chancey Elementary School,Angela Diehlman,4301 Murphy Ln,Louisville,Kentucky,40241,2016,15,placeholder 74,placeholder 72,placeholder 73,,,38.30727405000,-85.53477938340
Louisville,38.22448130000,-85.76417659200,Visual Art Education,CFAC,CFAC @ Cochran Elementary School,Annette Cable,500 W. Gaulbert Ave,Louisville,Kentucky,40208,2015,22,placeholder 77,placeholder 73,placeholder 74,,,38.22448130000,-85.76417659200
Louisville,38.22448130000,-85.76417659200,Visual Art Education,CFAC,CFAC @ Cochran Elementary School,Annette Cable,500 W. Gaulbert Ave,Louisville,Kentucky,40208,2016,22,placeholder 78,placeholder 74,placeholder 75,,,38.22448130000,-85.76417659200
Louisville,38.17699220000,-85.66596177680,Visual Art Education,CFAC,CFAC @ Price Elementary School,Emily Jarboe,5001 Garden Green Way,Louisville,Kentucky,40218,2015,15,placeholder 79,placeholder 75,placeholder 76,,,38.17699220000,-85.66596177680
Louisville,38.17699220000,-85.66596177680,Visual Art Education,CFAC,CFAC @ Price Elementary School,Emily Jarboe,5001 Garden Green Way,Louisville,Kentucky,40218,2016,15,placeholder 80,placeholder 76,placeholder 77,,,38.17699220000,-85.66596177680
Louisville,38.13751180000,-85.85504734390,Visual Art Education,CFAC,CFAC @ Eisenhower Elementary School,Jennifer Yankey,5300 Jessamine Lane,Louisville,Kentucky,40205,2015,25,placeholder 81,placeholder 77,placeholder 78,,,38.13751180000,-85.85504734390
Louisville,38.13751180000,-85.85504734390,Visual Art Education,CFAC,CFAC @Eisenhower Elementary School,Jennifer Yankey,5300 Jessamine Lane,Louisville,Kentucky,40205,2016,25,placeholder 82,placeholder 78,placeholder 79,,,38.13751180000,-85.85504734390
Louisville,38.23354950000,-85.74554720220,Visual Art Education,CFAC,CFAC @ Shelby Park Community Center,Amanda Thompson,600 E. Oak Street,Louisville,Kentucky,40203,2015,27,placeholder 83,placeholder 79,placeholder 80,,,38.23354950000,-85.74554720220
Louisville,38.23354950000,-85.74554720220,Visual Art Education,CFAC,CFAC @ Shelby Park Community Center,Amanda Thompson,600 E. Oak Street,Louisville,Kentucky,40203,2016,27,placeholder 84,placeholder 80,placeholder 81,,,38.23354950000,-85.74554720220
Louisville,38.28316345000,-85.62470026890,Visual Art Education,The Academy,Painting 2 @ Ballard High School,Dennis Whitehouse,6000 Brownsboro Rd.,Louisville,Kentucky,40222,2015,13,placeholder 85,placeholder 81,placeholder 82,,,38.28316345000,-85.62470026890
Louisville,38.28316345000,-85.62470026890,Visual Art Education,The Acadamy,Painting 2 @ Ballard High School,Dennis Whitehouse,6000 Brownsboro Rd.,Louisville,Kentucky,40222,2016,13,placeholder 86,placeholder 82,placeholder 83,,,38.28316345000,-85.62470026890
Crestwood,38.32058500000,-85.47729290000,Visual Art Education,CFAC,CFAC @ South Oldham Middle School,Kari Haan,6403 KY-146,Crestwood,Kentucky,40026,2015,14,placeholder 87,placeholder 83,placeholder 84,,,38.32058500000,-85.47729290000
Crestwood,38.32058500000,-85.47729290000,Visual Art Education,CFAC,CFAC @ South Oldham Middle School,Kari Haan,6403 KY-146,Crestwood,Kentucky,40026,2016,14,placeholder 88,placeholder 84,placeholder 85,,,38.32058500000,-85.47729290000
Louisville,38.28389050000,-85.61933715890,Visual Art Education,CFAC,CFAC @ Kammerer Middle School,Ann Sturdevant,7315 Wesboro Road,Louisville,Kentucky,40222,2015,29,placeholder 89,placeholder 85,placeholder 86,,,38.28389050000,-85.61933715890
Louisville,38.28389050000,-85.61933715890,Visual Art Education,CFAC,CFAC @ Kammerer Middle School,Ann Sturdevant,7315 Wesboro Road,Louisville,Kentucky,40222,2016,29,placeholder 90,placeholder 86,placeholder 87,,,38.28389050000,-85.61933715890
Louisville,38.24136760000,-85.74670206170,Visual Art Education,CFAC,CFAC @ Meyzeek Middle School,Wiliam Duffy,828 South Jackson Street,Louisville,Kentucky,40203,2015,23,placeholder 91,placeholder 87,placeholder 88,,,38.24136760000,-85.74670206170
Louisville,38.24136760000,-85.74670206170,Visual Art Education,CFAC,CFAC @ Meyzeek Middle School,Wiliam Duffy,828 South Jackson Street,Louisville,Kentucky,40203,2016,23,placeholder 92,placeholder 88,placeholder 89,,,38.24136760000,-85.74670206170
Louisville,38.24151950000,-85.75882220350,Visual Art Education,The Academy,Studio Art LVA @ Spalding University,Rudy Salgado,901 4th Street,Louisville,Kentucky,40203,2015,4,placeholder 95,placeholder 89,placeholder 90,,,38.24151950000,-85.75882220350
Louisville,38.24151950000,-85.75882220350,Visual Art Education,The Academy,Printmaking 1 @ Spalding University,Rudy Salgado,901 4th Street,Louisville,Kentucky,40203,2015,13,placeholder 96,placeholder 90,placeholder 91,,,38.24151950000,-85.75882220350
Louisville,38.24151950000,-85.75882220350,Visual Art Education,The Acadamy,Studio Art LVA @Spalding University,Rudy Salgado,901 4th Street,Louisville,Kentucky,40203,2016,4,placeholder 97,placeholder 91,placeholder 92,,,38.24151950000,-85.75882220350
Louisville,38.24151950000,-85.75882220350,Visual Art Education,The Acadamy,Printmaking 1 @ Spalding University,Rudy Salgado,901 4th Street,Louisville,Kentucky,40203,2016,13,placeholder 98,placeholder 92,placeholder 93,,,38.24151950000,-85.75882220350
New Albany,38.29023582290,-85.83833472840,Visual Art Education,CFAC,CFAC @ Scribner Middle School,Dean Mistler,917 Valley View Rd,New Albany,Indiana,47150,2015,26,placeholder 99,placeholder 93,placeholder 94,,,38.29023582290,-85.83833472840
New Albany,38.29013027420,-85.83799551010,Visual Art Education,CFAC,CFAC @ Scribner Middle School,Dean Mistler,918 Valley View Rd,New Albany,Indiana,47150,2016,26,placeholder 100,placeholder 94,placeholder 95,,,38.29013027420,-85.83799551010
Louisville,38.15625785000,-85.59260046700,Visual Art Education,The Academy,Studio Art LVA @ Fern Creek High School,Sarah Balbach,9115 Fern Creek Road,Louisville,Kentucky,40291,2015,3,placeholder 101,placeholder 95,placeholder 96,,,38.15625785000,-85.59260046700
Louisville,38.15625785000,-85.59260046700,Visual Art Education,The Acadamy,Studio Art LVA @Fern Creek High School,Sarah Balbach,9115 Fern Creek Road,Louisville,Kentucky,40291,2016,3,placeholder 102,placeholder 96,placeholder 97,,,38.15625785000,-85.59260046700
Goshen,38.39502600000,-85.58797200000,Visual Art Education,CFAC,CFAC @ North Oldham Middle School,Jean Smith,1801 KY-1793,Goshen,Kentucky,40026,2015,27,placeholder 103,placeholder 97,placeholder 98,,,38.39502600000,-85.58797200000
Goshen,38.39502600000,-85.58797200000,Visual Art Education,CFAC,CFAC @ North Oldham Middle School,Jean Smith,1801 KY-1793,Goshen,Kentucky,40026,2016,27,placeholder 104,placeholder 98,placeholder 99,,,38.39502600000,-85.58797200000
Louisville,38.21691545000,-85.76037095240,Visual Art Education,The Academy,Drawing 2 @ University of Lousiville,Wilma Bethel,2301 S 3rd St,Louisville,Kentucky,40292,2015,19,placeholder 105,placeholder 99,placeholder 100,,,38.21691545000,-85.76037095240
Louisville,38.21596790000,-85.76247240740,Visual Art Education,The Acadamy,Drawing 2 @ University of Lousiville,Wilma Bethel,2302 S 3rd St,Louisville,Kentucky,40292,2016,19,placeholder 106,placeholder 100,placeholder 101,,,38.21596790000,-85.76247240740
Louisville,38.27444390000,-85.80326180000,Community Outreach,LVA 5x5/ TAG,5x5 @ Portland Elementary,,3410 Northwestern Parkway,Louisville,Kentucky,40212,2015,,placeholder 107,placeholder 101,placeholder 102,,Fund for the Arts,38.27444390000,-85.80326180000
Louisville,38.25377525000,-85.73442974620,Community Outreach,Open Doors Residencies,Stage One Summer Programming w/ CFAC Students @ Lincoln Elem.,Courtland Mead & Jackie Pallesen,930 E Main St,Louisville,Kentucky,40206,2015,,placeholder 108,placeholder 102,placeholder 103,Stage One,Stage One,38.25377525000,-85.73442974620
Louisville,38.25377525000,-85.73442974620,Community Outreach,Open Doors Residencies,Stage One Summer Programming w/ CFAC Students @ Lincoln Elem.,Courtland Mead & Jackie Pallesen,930 E Main St,Louisville,Kentucky,40206,2016,,placeholder 109,placeholder 103,placeholder 104,Stage One,Stage One,38.25377525000,-85.73442974620
Jeffersontown,38.19010370000,-85.55848680000,Community Outreach,Open Doors Residencies,J-Town CC - Summer Camp,Ehren Reed and Sunny Ra,10617 Taylorsville Rd,Jeffersontown,Kentucky,40299,2017,,placeholder 110,placeholder 104,placeholder 105,,J-Town CC,38.19010370000,-85.55848680000
Louisville,38.25183200000,-85.73050510000,Community Outreach,Art for Kosair Kids,Photography Time Machine / Home of the Innocents,,1100 East Market St,Louisville,Kentucky,40206,2016,,placeholder 111,placeholder 105,placeholder 106,Home of the Innocents; Art for Kosair Kids,Home of the Innocents; Art for Kosair Kids,38.25183200000,-85.73050510000
Louisville,38.25183200000,-85.73050510000,Community Outreach,Art for Kosair Kids,Circle of Life Coloring Book / Home of the Innocents,,1100 East Market St,Louisville,Kentucky,40206,2016,,placeholder 112,placeholder 106,placeholder 107,Home of the Innocents; Art for Kosair Kids,Home of the Innocents; Art for Kosair Kids,38.25183200000,-85.73050510000
